,ementa,acao
895,INSTITUI O PROGRAMA MUNICIPAL DE INCENTIVO À PREVENÇÃO DO ASSOREAMENTO DOS RIOS ITACAIÚNAS E TOCANTINS E DÁ OUTRAS PROVIDÊNCIAS.,Criar programa municipal de incentivo à prevenção do assoreamento dos rios Itacaiúnas e Tocantins.
896,INSTITUI O PROGRAMA MUNICIPAL DE RECUPERAÇÃO E PROTEÇÃO DE NASCENTES NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Criar programa municipal de recuperação e proteção de nascentes no município.
897,DISPÕE SOBRE A REDUÇÃO DA ALÍQUOTA DO IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA – ISSQN PARA EMPRESAS DO SETOR INDUSTRIAL INSTALADAS NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Reduzir a alíquota do ISSQN para empresas do setor industrial instaladas no município.
898,INSTITUI O PROGRAMA MUNICIPAL DE PREVENÇÃO E COMBATE A INCÊNDIOS EM ÁREAS VERDES URBANAS NO MUNICIPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Criar programa municipal de prevenção e combate a incêndios em áreas verdes urbanas no município.
899,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, A ASSOCIAÇÃO DOS AGRICULTORES FAMILIARES DO PA ITACAIÚNAS - ASSOFIT E DÁ OUTRAS PROVIDÊNCIAS.",Declarar a Associação dos Agricultores Familiares do PA Itacaiúnas (ASSOFIT) como entidade de utilidade pública municipal.
900,DISPÕE SOBRE A PREVENÇÃO E O COMBATE AO ASSÉDIO NO ÂMBITO DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL.,Implementar medidas de prevenção e combate ao assédio na administração pública municipal.
901,INSTITUI O PROGRAMA DE COMBATE À VIOLÊNCIA NAS ESCOLAS DO MUNICÍPIO DE MARABÁ.,Criar programa de combate à violência nas escolas do município.
902,INSTITUI O CADASTRO MUNICIPAL DE PESSOAS DESAPARECIDAS (CMPD) NO ÂMBITO DO MUNICÍPIO DE MARABÁ.,Criar o Cadastro Municipal de Pessoas Desaparecidas no município.
903,DISPÕE SOBRE O USO DE INSTRUMENTOS DE MENOR POTENCIAL OFENSIVO/MENOS LETAIS E DE DEFESA PESSOAL PELOS AGENTES DE FISCALIZAÇÃO DE TRÂNSITO E TRANSPORTE DO DEPARTAMENTO DE TRÂNSITO E TRANSPORTE URBANO (DMTU) DO MUNICÍPIO DE MARABÁ.,Regulamentar o uso de instrumentos de menor potencial ofensivo e de defesa pessoal pelos agentes de fiscalização de trânsito e transporte do DMTU.
904,"""INSTITUI O DIA MUNICIPAL DO TRADUTOR E INTERPRETE DE LÍNGUA BRASILEIRA DE SINAIS""",Instituir o Dia Municipal do Tradutor e Intérprete de Língua Brasileira de Sinais.
905,"INSTITUI O “DIA MUNICIPAL DA INCLUSÃO DE PESSOAS COM DEFICIÊNCIA, NAS MODALIDADES DESPORTIVAS DO COMITÊ PARAOLÍMPICO BRASILEIRO”.",Instituir o Dia Municipal da Inclusão de Pessoas com Deficiência nas modalidades desportivas do Comitê Paralímpico Brasileiro.
906,"DISPÕE SOBRE A ISENÇÃO DO PAGAMENTO DE TAXAS DE INSCRIÇÃO EM CONCURSOS PÚBLICOS MUNICIPAIS PARA AS MULHERES VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E FAMILIAR, DO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.",Isentar mulheres vítimas de violência doméstica e familiar do pagamento de taxas de inscrição em concursos públicos municipais.
907,"DISPÕE SOBRE A OBRIGATORIEDADE DE RESERVA DE MESAS E CADEIRAS PARA IDOSOS, GESTANTES E PESSOAS COM MOBILIDADE REDUZIDA NOS RESTAURANTES, LANCHONETES E OUROS ESTABELECIMENTOS DO SETOR GASTRONÔMICO, NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDENCIAS.","Obrigar restaurantes, lanchonetes e demais estabelecimentos do setor gastronômico a reservar mesas e cadeiras para idosos, gestantes e pessoas com mobilidade reduzida."
908,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, O INSTITUTO LEONILDO BORGES ROCHA, E DÁ OUTRAS PROVIDÊNCIAS.",Declarar o Instituto Leonildo Borges Rocha como entidade de utilidade pública municipal.
909,"ALTERA OS §§ 1º E 2º DO ART. 1º DA LEI MUNICIPAL Nº 17.760 DE 20 DE JANEIRO DE 2017, QUE DISPÕE SOBRE O REGIME DE ADIANTAMENTO PARA REALIZAÇÃO DE DESPESAS NO MUNICÍPIO DE MARABÁ.",Alterar dispositivos da lei do regime de adiantamento para realização de despesas no município.
910,DECLARA PATRIMÔNIO CULTURAL IMATERIAL DO MUNICÍPIO DE MARABÁ O BLOCO DE RUA “GAIOLA DAS LOUCAS” E DÁ OUTRAS PROVIDÊNCIAS.,Declarar o bloco de rua “Gaiola das Loucas” como patrimônio cultural imaterial do município.
911,DECLARA PATRIMÔNIO CULTURAL IMATERIAL DO MUNICÍPIO DE MARABÁ O BLOCO DE RUA “VAI QUEM QUER” E DÁ OUTRAS PROVIDÊNCIAS.,Declarar o bloco de rua “Vai Quem Quer” como patrimônio cultural imaterial do município.
912,DECLARA PATRIMÔNIO CULTURAL IMATERIAL DO MUNICÍPIO DE MARABÁ O BLOCO DE RUA “JEGUE ELÉTRICO” E DÁ OUTRAS PROVIDÊNCIAS.,Declarar o bloco de rua “Jegue Elétrico” como patrimônio cultural imaterial do município.
913,DISPÕE SOBRE A AVALIAÇÃO PSICOLÓGICA DE GESTANTES E PUÉRPERAS NO MUNICÍPIO DE MARABÁ.,Implementar avaliação psicológica para gestantes e puérperas no município.
914,"DISPÕE SOBRE O DIREITO DE TODA MULHER A TER ACOMPANHANTE, PESSOA DE SUA ESCOLHA, NAS SUAS CONSULTAS E EXAMES, INCLUSIVE OS GINECOLÓGICOS NOS ESTABELECIMENTOS PÚBLICOS E PRIVADOS DE SAÚDE DO MUNICÍPIO DE MARABÁ.","Garantir o direito de toda mulher a ter acompanhante de sua escolha em consultas e exames, inclusive ginecológicos, nos estabelecimentos de saúde públicos e privados do município."
915,"REVOGA A LEI MUNICIPAL Nº 18.136, DE 24 DE JUNHO DE 2022, ACRESCENTA O ART. 26-A E REPRISTINA A REDAÇÃO ORIGINAL DOS ARTS. 4º, 5º, 9º E DOS INCISOS I E II DO ART. 7º, TODOS DA LEI MUNICIPAL Nº 17.855, DE 25 DE JUNHO DE 2018, NO QUE SE REFERE AO HORÁRIO DE FUNCIONAMENTO DE BARES, RESTAURANTES, LOJAS DE CONVENIÊNCIAS, BOATES, CASAS NOTURNAS, E OUTROS QUE ESPECÍFICA.","Rever a legislação sobre horário de funcionamento de bares, restaurantes, lojas de conveniência, boates e casas noturnas, revogando a Lei 18.136 e ajustando a Lei 17.855."
916,SUBSTITUTIVO DO PROJETO QUE DISPÕE SOBRE O PRAZO PARA REALIZAÇÃO DE EXAMES EM PACIENTE COM SUSPEITA DE NEOPLASIA MALIGNA.,Estabelecer prazo para realização de exames em pacientes com suspeita de neoplasia maligna.
917,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, O INSTITUTO SEJA LUZ, E DÁ OUTRAS PROVIDÊNCIAS.",Declarar o Instituto Seja Luz como entidade de utilidade pública municipal.
918,"ALTERA O NOME DA RUA SILVIO ROBERTO CASTANHEIRA SILVA “SILVIO CASTANHEIRA”, PARA “AVENIDA SILVIO ROBERTO CASTANHEIRA SILVA “SILVIO CASTANHEIRA”, EM TODA SUA EXTENSÃO.",Renomear a Rua Silvio Roberto Castanheira Silva como Avenida Silvio Roberto Castanheira Silva em toda sua extensão.
919,DECLARA PATRIMÔNIO CULTURAL IMATERIAL DO MUNICÍPIO DE MARABÁ O BLOCO DE RUA “CARRO DE MÃO” E DÁ OUTRAS PROVIDÊNCIAS.,Declarar o bloco de rua “Carro de Mão” como patrimônio cultural imaterial do município.
920,INSTITUI A SEMANA MUNICIPAL DE PREVENÇÃO DE ACIDENTES DOMÉSTICOS COM IDOSOS E DÁ OUTRAS PROVIDÊNCIAS.,Instituir a Semana Municipal de Prevenção de Acidentes Domésticos com Idosos.
921,"DECLARO DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, O INSTITUTO MICHEL ATHIE – IMA, E DÁ OUTRAS PROVIDÊNCIAS.",Declarar o Instituto Michel Athie (IMA) como entidade de utilidade pública municipal.
923,"DISPÕE SOBRE A ALTERAÇÃO DA LEI MUNICIPAL Nº 17.869, 16 DE OUTUBRO DE 2018, PARA AMPLIAR OS OBJETIVOS FUNDO DE DESENVOLVIMENTO DO TURISMO MARABÁ (FUNDETUR-MAB)",Ampliar os objetivos do Fundo de Desenvolvimento do Turismo de Marabá (FUNDETUR-MAB) por meio de alteração da Lei 17.869.
924,DISPÕE SOBRE A INSTITUIÇÃO DA SEMANA MUNICIPAL DE CONSCIENTIZAÇÃO E COMBATE AO CONSUMO DE CIGARRO ELETRÔNICO E DÁ OUTRAS PROVIDÊNCIAS.,Instituir a Semana Municipal de Conscientização e Combate ao Consumo de Cigarro Eletrônico.
926,"DECLARA OS JOGOS ESTUDANTIS DA SEMANA DA CASTANHA (JESC) COMO PATRIMÔNIO HISTÓRICO E CULTURAL DO MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ.",Declarar os Jogos Estudantis da Semana da Castanha (JESC) como patrimônio histórico e cultural do município.
927,"DISPÕE SOBRE A AFIXAÇÃO DE CARTAZES INFORMANDO O NÚMERO TELEFÔNICO DOS CONSELHOS TUTELARES NOS ESTABELECIMENTOS DE ENSINO E DE SAÚDE, PÚBLICOS E PRIVADOS NO MUNICÍPIO DE MARABÁ.","Afixar cartazes com o número telefônico dos conselhos tutelares em estabelecimentos de ensino e de saúde, públicos e privados, no município."
928,"DISPÕE SOBRE O PROJETO DE CRIAÇÃO DO ""JUNHO VERDE"" COMO MÊS DE CONSCIENTIZAÇÃO AMBIENTAL NO MUNICÍPIO DE MARABÁ E PROPÕE A REALIZAÇÃO ANUAL DE ATIVIDADES VOLTADAS À EDUCAÇÃO AMBIENTAL NÃO FORMAL.",Instituir o Junho Verde como mês de conscientização ambiental com atividades anuais de educação ambiental não formal no município.
929,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, O INSTITUTO DE PROTEÇÃO E DESENVOLVIMENTO DA AMAZÔNIA – IPEDA, E DÁ OUTRAS PROVIDÊNCIAS.",Declarar o Instituto de Proteção e Desenvolvimento da Amazônia (IPEDA) como entidade de utilidade pública municipal.
930,"DECLARA A PRAÇA SÃO FRANCISCO, COMO PATRIMÔNIO HISTÓRICO E CULTURAL DO MUNICÍPIO DE MARABÁ.",Declarar a Praça São Francisco como patrimônio histórico e cultural do município.
931,"INSTITUI O PROGRAMA DE SAÚDE MENTAL, PREVENÇÃO DE DEPRESSÃO E SUICÍDIO PARA PAIS E CUIDADORES DIRETOS DE PESSOAS COM DEFICIÊNCIA, E DÁ OUTRAS PROVIDÊNCIAS.",Criar programa de saúde mental e prevenção de depressão e suicídio para pais e cuidadores diretos de pessoas com deficiência.
932,"INSTITUI NO CALENDÁRIO OFICIAL DO MUNICÍPIO DE MARABÁ O ""MARÇO LILÁS"", DEDICADO À REALIZAÇÃO DE AÇÕES DE COMBATE AO CÂNCER DE COLO DE ÚTERO, E DÁ OUTRAS PROVIDÊNCIAS.",Instituir o Março Lilás como mês de ações de combate ao câncer de colo de útero no município.
933,"INSTITUI A “CAMPANHA PARA CONSCIENTIZAÇÃO SOBRE AS AMILOIDOSE”, NO MUNICÍPIO DE MARABÁ.",Instituir campanha de conscientização sobre as amiloidoses no município.
934,INSTITUI A POLÍTICA PÚBLICA MUNICIPAL DE JUSTIÇA RESTAURATIVA NO MUNICÍPIO DE MARABÁ.,Instituir política pública municipal de justiça restaurativa no município.
935,"AUTORIZA O PODER EXECUTIVO MUNICIPAL A REALIZAR CONTRATAÇÃO DE SERVIDORES TEMPORÁRIOS PARA INTEGRAREM AS EQUIPES VOLANTES E SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS DOS CENTROS DE REFERÊNCIAS DE ASSISTÊNCIA SOCIAL (CRAS), NO ÂMBITO DA SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, PROTEÇÃO E ASSUNTOS COMUNITÁRIOS (SEASPAC), PARA OS CARGOS QUE ESPECÍFICA.",Contratar servidores temporários para integrarem as equipes volantes e o Serviço de Convivência e Fortalecimento de Vínculos dos CRAS.
936,"AUTORIZA O PODER EXECUTIVO MUNICIPAL A REALIZAR CONTRATAÇÃO DE SERVIDORES TEMPORÁRIOS PARA A EQUIPE DO PROGRAMA CRIANÇA FELIZ E DA PRIMEIRA INFÂNCIA NO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS), NO ÂMBITO DA SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, PROTEÇÃO E ASSUNTOS COMUNITÁRIOS (SEASPAC), PARA OS CARGOS QUE ESPECÍFICA.",Contratar servidores temporários para a equipe do Programa Criança Feliz e da Primeira Infância no SUAS.
937,DECLARA A PRAÇA SÃO FÉLIX DE VALOIS COMO PATRIMÔNIO HISTÓRICO E CULTURAL DO MUNICÍPIO DE MARABÁ.,Declarar a Praça São Félix de Valois como patrimônio histórico e cultural do município.
938,DECLARA A PRAÇA DUQUE DE CAXIAS COMO PATRIMÔNIO HISTÓRICO E CULTURAL DO MUNICÍPIO DE MARABÁ.,Declarar a Praça Duque de Caxias como patrimônio histórico e cultural do município.
939,DECLARA O CENTRO CULTURAL CINE MARROCOS COMO PATRIMÔNIO HISTÓRICO E CULTURAL DO MUNICÍPIO DE MARABÁ.,Declarar o Centro Cultural Cine Marrocos como patrimônio histórico e cultural do município.
940,DECLARA A BIBLIOTECA PÚBLICA MUNICIPAL “ORLANDO LIMA LOBO” COMO PATRIMÔNIO HISTÓRICO E CULTURAL DO MUNICÍPIO DE MARABÁ.,Declarar a Biblioteca Pública Municipal Orlando Lima Lobo como patrimônio histórico e cultural do município.
941,DECLARA O MUSEU HISTÓRICO FRANCISCO COELHO DA SILVA COMO PATRIMÔNIO HISTÓRICO E CULTURAL DO MUNICÍPIO DE MARABÁ.,Declarar o Museu Histórico Francisco Coelho da Silva como patrimônio histórico e cultural do município.
942,"ALTERA O ART. 3º DA LEI MUNICIPAL Nº 18.258, DE 7 DE DEZEMBRO DE 2023, QUE CRIA O CONSELHO E O FUNDO MUNICIPAL DE SEGURANÇA PÚBLICA E DEFESA SOCIAL, NO MUNICÍPIO DE MARABÁ.",Alterar o artigo 3º da lei que cria o Conselho e o Fundo Municipal de Segurança Pública e Defesa Social de Marabá.
943,"AUTORIZA O PODER EXECUTIVO MUNICIPAL DE MARABÁ A FAZER DOAÇÃO DOS IMÓVEIS PÚBLICOS SITUADOS NA FOLHA CSII-30, VCII-03, QUADRA 01-A, LOTE 02; FOLHA 32, VIA-321, QUADRA 01, LOTE D-01; E FOLHA 32, VIA-322, QUADRA 07, LOTES D-11, D-13, D-16, TODOS NO BAIRRO NOVA MARABÁ, MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, AO GOVERNO DO ESTADO DO PARÁ, EM FAVOR DA POLÍCIA MILITAR DO PARÁ.",Doar os imóveis públicos especificados ao Governo do Estado do Pará em favor da Polícia Militar do Pará.
944,"REVOGA A LEI MUNICIPAL Nº 12.903, DE 07 DE JANEIRO DE 1992, QUE CONCEDE, POR ENFITEUSE, UM TERRENO URBANO DO PATRIMÔNIO MUNICIPAL LOCALIZADO NA FOLHA 31, VIA-313, QUADRA 04, LOTE Nº 23, BAIRRO NOVA MARABÁ, MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, EM FAVOR DE JOSÉ MARIANO DE ALMEIDA.","Revogar a concessão em enfiteuse do terreno urbano localizado na Folha 31, bairro Nova Marabá, em favor de José Mariano de Almeida."
945,INSTITUI A SEMANA MUNICIPAL DE CONSCIENTIZAÇÃO SOBRE A PARALISIA CEREBRAL E DÁ OUTRAS PROVIDÊNCIAS.,Instituir a Semana Municipal de Conscientização sobre a Paralisia Cerebral.
946,DISPÕE SOBRE PROJETO DE CRIAÇÃO DA SEMANA MUNICIPAL DE INCENTIVO À PRODUÇÃO ARTESANAL E FAMILIAR.,Instituir a Semana Municipal de Incentivo à Produção Artesanal e Familiar.
947,"INSTITUI A “COLO PARA MÃE” DEDICADA A AÇÕES DE CONSCIENTIZAÇÃO, INCENTIVO AO CUIDADO E PROMOÇÃO DA SAÚDE MENTAL DE MULHERES GESTANTES, PARTURIENTES E PUÉRPERAS, NO MUNICÍPIO DE MARABÁ.","Instituir a campanha “Colo para Mãe” com ações de conscientização, cuidado e promoção da saúde mental de gestantes, parturientes e puérperas no município."
948,CONCEDE REAJUSTE SALARIAL AOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO DO MUNICÍPIO DE MARABÁ.,Conceder reajuste salarial aos servidores públicos do Poder Executivo municipal.
949,"ALTERA O ART. 1º DA LEI MUNICIPAL Nº 17.343, DE 16 DE JUNHO DE 2009, PARA ESTABELECER O REAJUSTE DO VALOR DO PROGRAMA DE ALIMENTAÇÃO DO SERVIDOR PÚBLICO MUNICIPAL (PAS).",Reajustar o valor do Programa de Alimentação do Servidor Público Municipal (PAS).
950,"INCLUI A DOSAGEM DE VITAMINA ""D"" NO PROTOCOLO DOS EXAMES DE ROTINA, SOLICITADOS NAS UNIDADES DE SAÚDE DO MUNICÍPIO DE MARABÁ.",Incluir a dosagem de vitamina D nos exames de rotina solicitados nas unidades de saúde do município.
951,"PROÍBE A REALIZAÇÃO DE TATUAGEM E A COLOCAÇÃO DE PIERCING, COM FINS ESTÉTICOS EM ANIMAIS E DÁ OUTRAS PROVIDÊNCIAS.",Proibir a realização de tatuagem e a colocação de piercing com fins estéticos em animais.
952,"ESTABELECE A NOVA REESTRUTURAÇÃO ORGANIZAÇÃO E DISPÕE SOBRE O NOVO PLANO DE CARREIRA, CARGOS E SALÁRIOS DA CÂMARA MUNICIPAL DE MARABÁ, E ESTABELECE A REVISÃO GERAL ANUAL A PARTIR DO EXERCÍCIO DE 2024.","Reestruturar a organização e o plano de carreira, cargos e salários da Câmara Municipal de Marabá, com revisão geral anual a partir de 2024."
953,INSTITUI O DIA DO ARTESÃO NO CALENDÁRIO DO MUNICÍPIO DE MARABÁ-PA.,Instituir o Dia do Artesão no calendário do município.
954,"INSTITUI O ""MÊS DO RESPEITO AO CICLISTA NO TRÂNSITO"" NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.",Instituir o Mês do Respeito ao Ciclista no Trânsito no município.
955,"“INSERIR NO CALENDÁRIO DE EVENTOS NO MUNICÍPIO DE MARABÁ OS RETIROS ESPIRITUAIS DAS IGREJAS CRISTÃS EVANGÉLICAS E CATÓLICAS E DAS OUTRAS PROVIDENCIAS”, NO MUNICÍPIO DE MARABÁ.",Incluir os retiros espirituais de igrejas cristãs evangélicas e católicas no calendário de eventos do município.
956,"INSTITUI O “DIA MUNICIPAL DE CONSCIENTIZAÇÃO SOBRE AS AMILOIDOSES”, E DA OUTRAS PROVIDÊNCIAS.",Instituir o Dia Municipal de Conscientização sobre as Amiloidoses.
957,"DENOMINA DE AGNALDO ALVES ARAÚJO, O POSTO DE SAÚDE, LOCALIZADO NA FOLHA 33 (CENTRO DE REFERÊNCIA EM SAÚDE DA MULHER CRISMU), BAIRRO NOVA MARABÁ, CIDADE DE MARABÁ/PA.","Denominar de Agnaldo Alves Araújo o posto de saúde localizado na Folha 33 (CRISMU), bairro Nova Marabá."
958,VEDA A NOMEAÇÃO DE LOGRADOUROS PÚBLICOS COM NOME DE PESSOAS CONDENADAS POR CRIMES DE VIOLÊNCIA CONTRA A MULHER NO ÂMBITO DO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Proibir nomear logradouros públicos com nomes de pessoas condenadas por crimes de violência contra a mulher.
959,"INSTITUI O DIA “D DE VACINAÇÃO CONTRA O PAPILOMAVÍRUS HUMANO (HPV) – COMBATE E PREVENÇÃO”, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO.","Instituir o Dia D de Vacinação contra o HPV, de combate e prevenção, no calendário oficial do município."
960,INSTITUI A CAMPANHA PERMANENTE DE INCLUSÃO DIGITAL DESTINADA À PESSOA IDOSA NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Instituir campanha permanente de inclusão digital para pessoas idosas no município.
961,"DISPÕE SOBRE A INSTITUIÇÃO DO MÊS DE ""CONSCIENTIZAÇÃO A SAÚDE MENTAL - JANEIRO BRANCO"" E DÁ OUTRAS PROVIDÊNCIAS.",Instituir o mês de conscientização da saúde mental “Janeiro Branco” no município.
962,DECLARA O BAIRRO FRANCISCO COELHO (CABELO SECO) COMO PATRIMÔNIO HISTÓRICO E CULTURAL DO MUNICÍPIO DE MARABÁ.,Declarar o bairro Francisco Coelho (Cabelo Seco) como patrimônio histórico e cultural do município.
963,"ALTERA A LEI MUNICIPAL Nº 17.360, DE 20 DE JULHO DE 2009, QUE REESTRUTURA A PROCURADORIA-GERAL DO MUNICÍPIO DE MARABÁ, PARA CRIAR A DIRETORIA DE CONTROLE DO CONTENCIOSO E SISTEMA PROCESSUAL ELETRÔNICO.",Criar a Diretoria de Controle do Contencioso e Sistema Processual Eletrônico na Procuradoria-Geral do Município.
964,DISPÕE SOBRE O PROJETO DE DOAÇÃO VOLUNTÁRIA DE MEDICAMENTOS POR PESSOAS FÍSICAS OU JURÍDICAS AO MUNICÍPIO DE MARABÁ.,Implantar projeto de doação voluntária de medicamentos por pessoas físicas ou jurídicas ao município.
965,"SUBSTITUTIVO DO PROJETO QUE INSTITUI O DIPLOMA DE “ALUNO NOTA MIL”, PARA OS ESTUDANTES DA REDE DE ENSINO MUNICIPAL DE MARABÁ, QUE ALCANÇAREM A NOTA ENTRE NOVECENTOS E UM MIL NA REDAÇÃO DO EXAME NACIONAL DO ENSINO MÉDIO (ENEM).",Instituir o diploma “Aluno Nota Mil” para estudantes da rede municipal que alcançarem nota entre 900 e 1000 na redação do ENEM.
966,"DISPÕE SOBRE A VEICULAÇÃO DE CAMPANHA PUBLICITÁRIA EDUCATIVA SOBRE O COMBATE E A PREVENÇÃO DA PEDOFILIA, VIOLÊNCIA, ABUSO E EXPLORAÇÃO SEXUAL CONTRA CRIANÇAS E ADOLESCENTES EM EVENTOS REALIZADOS NO MUNICÍPIO DE MARABÁ.","Veicular campanha publicitária educativa em eventos do município sobre combate e prevenção da pedofilia, violência, abuso e exploração sexual contra crianças e adolescentes."
967,DISPÕE SOBRE A GARANTIA DE FALA DA MULHER DURANTE AS SESSÕES SOLENES OU ORDINÁRIAS REALIZADAS NESTA CASA DE LEIS.,Garantir espaço de fala para mulheres durante as sessões solenes e ordinárias da Câmara Municipal.
968,"ALTERA A LEI MUNICIPAL Nº 17.811, DE 28 DE NOVEMBRO DE 2017, A LEI MUNICIPAL Nº 17.431, DE 27 DE OUTUBRO DE 2010 (ESTATUTO DA GUARDA MUNICIPAL DE MARABÁ), E A LEI MUNICIPAL Nº 17.817, DE 21 DE DEZEMBRO DE 2017, PARA MODIFICAR A COMPOSIÇÃO DA CORREGEDORIA DA GUARDA MUNICIPAL DE MARABÁ.",Alterar a composição da Corregedoria da Guarda Municipal de Marabá.
969,"“INSTITUI NO MUNICÍPIO DE MARABÁ, O MÊS ""MAIO MARROM"", DEDICADO À REALIZAÇÃO DE AÇÕES EDUCATIVAS PARA CONSCIENTIZAÇÃO DA DOENÇA CELÍACA, E DÁ OUTRAS PROVIDÊNCIAS”.",Instituir o mês Maio Marrom com ações educativas de conscientização sobre a doença celíaca no município.
970,"“DISPÕE SOBRE A OBRIGATORIEDADE DE APRESENTAÇÃO DE EXAMES MÉDICOS A CADA 12 (DOZE) MESES, PARA UTILIZAÇÃO DAS PISCINAS DE USO COLETIVO EM CLUBES, ACADEMIAS E AFINS NO ÂMBITO DO MUNICÍPIO DE MARABÁ.”","Exigir apresentação de exames médicos a cada 12 meses para uso de piscinas de uso coletivo em clubes, academias e estabelecimentos similares."
971,"PROÍBE SALTAR SOBRE O GUARDA CORPO INSTALADO EM TODA EXTENSÃO DA ORLA SEBASTIÃO MIRANDA FILHO, E DÁ OUTRAS PROVIDÊNCIAS.",Proibir saltar sobre o guarda-corpo em toda a extensão da Orla Sebastião Miranda Filho.
972,"DISPÕE SOBRE A DENOMINAÇÃO DE RUAS DO LOTEAMENTO DELTA PARK I, NO MUNICÍPIO DE MARABÁ.",Denominar as ruas do loteamento Delta Park I no município.
973,DISPÕE SOBRE A IMPLANTAÇÃO DO PROGRAMA EDUCACIONAL SOBRE ANSIEDADE E DEPRESSÃO NAS ESCOLAS PÚBLICAS MUNICIPAIS NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Implantar programa educacional sobre ansiedade e depressão nas escolas públicas municipais.
974,"CONCEDE GRATUIDADE NAS TARIFAS DE TRANSPORTE COLETIVO MUNICIPAL ÀS MULHERES VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E FAMILIAR, E A SEUS DEPENDENTES, DURANTE O PERÍODO DE VIGÊNCIA DE MEDIDAS PROTETIVAS DE URGÊNCIA.",Conceder gratuidade nas tarifas de transporte coletivo municipal a mulheres vítimas de violência doméstica e familiar e a seus dependentes durante a vigência de medidas protetivas de urgência.
975,CRIA O “PROJETO POMARIZAÇÃO URBANA” NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Criar o projeto “Pomarização Urbana” no município.
976,DISPÕE SOBRE AS DIRETRIZES ORÇAMENTÁRIAS PARA O EXERCÍCIO FINANCEIRO DE 2025.,Estabelecer as diretrizes orçamentárias do município para o exercício financeiro de 2025.
977,"INSTITUI E INCLUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DE MARABÁ, A SEMANA DA CONSCIENTIZAÇÃO E COMBATE AO RELACIONAMENTO ABUSIVO, NO MUNICÍPIO DE MARABÁ.",Instituir e incluir no calendário oficial a Semana de Conscientização e Combate ao Relacionamento Abusivo no município.
978,DECLARA COMO PATRIMÔNIO CULTURAL IMATERIAL DO MUNICÍPIO DE MARABÁ O FESTEJO DE SÃO JOSÉ OPERÁRIO.,Declarar o Festejo de São José Operário como patrimônio cultural imaterial do município.
979,"SUBSTITUTIVO DO PROJETO QUE INSTITUI E INCLUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DE MARABÁ/PA, O “DIA MUNICIPAL DO AGRONEGÓCIO NAS ESCOLAS” E DÁ OUTRAS PROVIDÊNCIAS.",Instituir e incluir no calendário oficial o Dia Municipal do Agronegócio nas Escolas.
981,DECLARA PATRIMÔNIO CULTURAL IMATERIAL DO MUNICÍPIO DE MARABÁ O GIRO CULTURAL E DÁ OUTRAS PROVIDÊNCIAS.,Declarar o Giro Cultural como patrimônio cultural imaterial do município.
982,"INCLUI NO CALENDÁRIO OFICIAL DO MUNICÍPIO DE MARABÁ A CORRIDA TAÇA CIDADE, A SER COMEMORADO ANUALMENTE EM ALUSÃO AO ANIVERSÁRIO DE MARABÁ.",Incluir a Corrida Taça Cidade no calendário oficial do município em alusão ao aniversário de Marabá.
